,index,YEAR,MONTH_NAME,EPISODE_ID,EVENT_ID,LOCATION,STATE,EVENT_TYPE,BEGIN_DATE_TIME,END_DATE_TIME,LATITUDE,LONGITUDE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,MAGNITUDE,FLOOD_CAUSE,TOR_F_SCALE,Month_Num,Month_Day,geometry,index_right,city,state_id,state_name,lat,lng
3026,15051,2024,February,188989,1162262,LYDIA,LOUISIANA,Thunderstorm Wind,11-FEB-24 23:19:00,11-FEB-24 23:19:00,29.91,-91.78,29.91,-91.78,29.91,-91.78,50.0,,,2,2024-02-11,POINT (-7827346.127017869 10909332.394803416),17497,Lydia,LA,Louisiana,29.9263,-91.7813
3027,15053,2024,February,188989,1162266,LEESVILLE,LOUISIANA,Hail,11-FEB-24 14:35:00,11-FEB-24 14:35:00,31.14,-93.27,31.14,-93.27,31.14,-93.27,1.0,,,2,2024-02-11,POINT (-7517796.774580397 11132091.856738875),6234,Leesville,LA,Louisiana,31.1324,-93.2673
3028,15037,2024,February,188967,1162129,MALONE,TEXAS,Hail,11-FEB-24 04:51:00,11-FEB-24 04:51:00,31.92,-96.89,31.92,-96.89,31.92,-96.89,1.0,,,2,2024-02-11,POINT (-7198513.4554963885 11705945.043768719),23251,Malone,TX,Texas,31.9171,-96.8948
3029,15007,2024,February,188912,1161838,OLDENBURG,TEXAS,Hail,11-FEB-24 08:59:00,11-FEB-24 08:59:00,29.99,-96.78,29.99,-96.78,29.99,-96.78,1.25,,,2,2024-02-11,POINT (-7582371.597113739 11813199.19736956),27610,Round Top,TX,Texas,30.0639,-96.6957
3030,15035,2024,February,188967,1162127,HAMILTON,TEXAS,Hail,11-FEB-24 03:16:00,11-FEB-24 03:16:00,31.7,-98.13,31.7,-98.13,31.7,-98.13,1.25,,,2,2024-02-11,POINT (-7170333.432376047 11921313.592408467),9041,Hamilton,TX,Texas,31.6997,-98.1208
3031,534,2024,February,187583,1152075,BOYLSTON,ALABAMA,Flash Flood,11-FEB-24 16:30:00,11-FEB-24 18:30:00,32.4392,-86.2758,32.3963,-86.0163,32.1302,-85.9987,,Heavy Rain,,2,2024-02-11,POINT (-7362606.696421712 9871811.507373083),14606,Coosada,AL,Alabama,32.4984,-86.3279
3032,535,2024,February,187583,1152075,HUNTER,ALABAMA,Flash Flood,11-FEB-24 16:30:00,11-FEB-24 18:30:00,32.3453,-86.4777,32.3963,-86.0163,32.1302,-85.9987,,Heavy Rain,,2,2024-02-11,POINT (-7382622.902683065 9906650.379742932),1184,Prattville,AL,Alabama,32.4597,-86.4573
3033,536,2024,February,187583,1152075,MC GEHEES,ALABAMA,Flash Flood,11-FEB-24 16:30:00,11-FEB-24 18:30:00,32.2439,-86.4084,32.3963,-86.0163,32.1302,-85.9987,,Heavy Rain,,2,2024-02-11,POINT (-7403312.376955686 9894137.5571369),17463,Hayneville,AL,Alabama,32.1822,-86.5787
3034,537,2024,February,187583,1152075,DEVENPORT,ALABAMA,Flash Flood,11-FEB-24 16:30:00,11-FEB-24 18:30:00,32.0509,-86.406,32.3963,-86.0163,32.1302,-85.9987,,Heavy Rain,,2,2024-02-11,POINT (-7443255.741140851 9892947.247358277),12701,Fort Deposit,AL,Alabama,31.9863,-86.5664
3035,538,2024,February,187583,1152075,DOWNING,ALABAMA,Flash Flood,11-FEB-24 16:30:00,11-FEB-24 18:30:00,32.1302,-85.9987,32.3963,-86.0163,32.1302,-85.9987,,Heavy Rain,,2,2024-02-11,POINT (-7424959.156108866 9821506.135128703),30845,Fitzpatrick,AL,Alabama,32.2113,-85.8784
3036,539,2024,February,187583,1152076,HURTSBORO,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.2575,-85.4233,32.2575,-85.4233,32.3932,-85.3927,,Heavy Rain,,2,2024-02-11,POINT (-7394456.793520402 9721567.198449994),20841,Hurtsboro,AL,Alabama,32.2401,-85.4147
3037,540,2024,February,187583,1152076,GIRARD,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.4487,-85.0086,32.2575,-85.4233,32.3932,-85.3927,,Heavy Rain,,2,2024-02-11,POINT (-7351037.233013764 9651541.687143214),1211,Phenix City,AL,Alabama,32.4585,-85.0253
3038,541,2024,February,187583,1152076,PHENIX CITY,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.5079,-85.0045,32.2575,-85.4233,32.3932,-85.3927,,Heavy Rain,,2,2024-02-11,POINT (-7338883.848153747 9651606.721082602),1211,Phenix City,AL,Alabama,32.4585,-85.0253
3039,15036,2024,February,188967,1162128,CLIFTON,TEXAS,Hail,11-FEB-24 04:00:00,11-FEB-24 04:00:00,31.78,-97.58,31.78,-97.58,31.78,-97.58,1.0,,,2,2024-02-11,POINT (-7187220.392774596 11827127.993728556),8167,Clifton,TX,Texas,31.7822,-97.5824
3040,542,2024,February,187583,1152076,LADONIA,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.5028,-85.0553,32.2575,-85.4233,32.3932,-85.3927,,Heavy Rain,,2,2024-02-11,POINT (-7340483.032012034 9660339.339470904),6233,Smiths Station,AL,Alabama,32.528,-85.0943
3041,544,2024,February,187583,1152076,UCHEE,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.3932,-85.3927,32.2575,-85.4233,32.3932,-85.3927,,Heavy Rain,,2,2024-02-11,POINT (-7366280.099510039 9717658.1480473),20841,Hurtsboro,AL,Alabama,32.2401,-85.4147
3042,545,2024,February,187583,1152081,STONEWALL,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.5798,-85.0723,32.5798,-85.0723,32.5127,-85.0058,,Heavy Rain,,2,2024-02-11,POINT (-7324940.515577905 9664257.13620087),18840,Piney Grove,GA,Georgia,32.6218,-85.0368
3043,547,2024,February,187583,1152081,BUPREE,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.4793,-85.4032,32.5798,-85.0723,32.5127,-85.0058,,Heavy Rain,,2,2024-02-11,POINT (-7348723.3044367395 9720393.39566723),426,Auburn,AL,Alabama,32.6087,-85.4903
3044,548,2024,February,187583,1152081,SMITHS,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.4759,-85.0622,32.5798,-85.0723,32.5127,-85.0058,,Heavy Rain,,2,2024-02-11,POINT (-7346058.710491828 9661192.111457648),8382,Ladonia,AL,Alabama,32.4609,-85.0877
3045,549,2024,February,187583,1152081,SMITHS,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.5115,-85.0617,32.5798,-85.0723,32.5127,-85.0058,,Heavy Rain,,2,2024-02-11,POINT (-7338773.836674478 9661558.746766191),6233,Smiths Station,AL,Alabama,32.528,-85.0943
3046,550,2024,February,187583,1152081,SMITHS,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.5127,-85.0058,32.5798,-85.0723,32.5127,-85.0058,,Heavy Rain,,2,2024-02-11,POINT (-7337917.388793401 9651894.662797507),1211,Phenix City,AL,Alabama,32.4585,-85.0253
3047,15006,2024,February,188912,1161836,WEST PT,TEXAS,Hail,11-FEB-24 08:32:00,11-FEB-24 08:32:00,29.94,-97.02,29.94,-97.02,29.94,-97.02,1.75,,,2,2024-02-11,POINT (-7577961.900060304 11858425.484011376),26641,Plum,TX,Texas,29.9324,-96.9812
3048,15055,2024,February,188989,1162269,PICKERING,LOUISIANA,Hail,11-FEB-24 15:25:00,11-FEB-24 15:25:00,31.03,-93.27,31.03,-93.27,31.03,-93.27,1.0,,,2,2024-02-11,POINT (-7540400.972084171 11136841.27967259),4950,Fort Polk South,LA,Louisiana,31.0512,-93.2159
3049,15056,2024,February,188989,1162270,ALEXANDRIA SOUTHWEST,LOUISIANA,Hail,11-FEB-24 16:29:00,11-FEB-24 16:29:00,31.31,-92.48,31.31,-92.48,31.31,-92.48,1.25,,,2,2024-02-11,POINT (-7510202.719229548 10985628.105589943),637,Alexandria,LA,Louisiana,31.2923,-92.4702
3050,17113,2024,February,189046,1163260,BLANCHARD,LOUISIANA,Hail,11-FEB-24 08:50:00,11-FEB-24 08:50:00,32.58,-93.89,32.58,-93.89,32.58,-93.89,1.5,,,2,2024-02-11,POINT (-7205704.914530973 11175920.914767716),8259,Blanchard,LA,Louisiana,32.6027,-93.8832
3051,15058,2024,February,188989,1162272,ALBANIA,LOUISIANA,Hail,11-FEB-24 23:13:00,11-FEB-24 23:13:00,29.92,-91.63,29.92,-91.63,29.92,-91.63,1.5,,,2,2024-02-11,POINT (-7829772.632010552 10880807.691360438),18994,Sorrel,LA,Louisiana,29.8879,-91.6225
3052,17128,2024,February,189048,1163275,NOONDAY,TEXAS,Hail,11-FEB-24 06:49:00,11-FEB-24 06:49:00,32.24,-95.4,32.24,-95.4,32.24,-95.4,1.75,,,2,2024-02-11,POINT (-7210140.525133399 11442793.77445574),17548,Noonday,TX,Texas,32.2441,-95.3972
3053,17127,2024,February,189046,1163274,(BAD)BARKSDALE AFB,LOUISIANA,Thunderstorm Wind,11-FEB-24 09:13:00,11-FEB-24 09:13:00,32.5,-93.67,32.5,-93.67,32.5,-93.67,54.0,,,2,2024-02-11,POINT (-7229487.891368081 11142658.334702216),792,Bossier City,LA,Louisiana,32.5224,-93.6668
3054,17126,2024,February,189046,1163273,(SHV)SHREVEPORT RGNL,LOUISIANA,Thunderstorm Wind,11-FEB-24 09:00:00,11-FEB-24 09:00:00,32.45,-93.83,32.45,-93.83,32.45,-93.83,51.0,,,2,2024-02-11,POINT (-7233520.297431117 11171576.890776295),164,Shreveport,LA,Louisiana,32.4653,-93.7955
3055,17125,2024,February,189046,1163272,HAILE,LOUISIANA,Hail,11-FEB-24 11:18:00,11-FEB-24 11:18:00,32.83,-92.15,32.83,-92.15,32.83,-92.15,1.5,,,2,2024-02-11,POINT (-7212433.296871221 10875447.126544375),19266,Marion,LA,Louisiana,32.8997,-92.2405
3056,17124,2024,February,189046,1163271,LINVILLE,LOUISIANA,Hail,11-FEB-24 10:50:00,11-FEB-24 10:50:00,32.81,-92.2,32.81,-92.2,32.81,-92.2,1.0,,,2,2024-02-11,POINT (-7215022.215301541 10884498.070579717),19266,Marion,LA,Louisiana,32.8997,-92.2405
3057,17123,2024,February,189046,1163270,VANCEVILLE,LOUISIANA,Hail,11-FEB-24 09:30:00,11-FEB-24 09:30:00,32.62,-93.7,32.62,-93.7,32.62,-93.7,1.25,,,2,2024-02-11,POINT (-7204757.621381436 11142571.06611977),9845,Benton,LA,Louisiana,32.6907,-93.7401
3058,17122,2024,February,189046,1163269,ADNER,LOUISIANA,Hail,11-FEB-24 09:17:00,11-FEB-24 09:17:00,32.58,-93.64,32.58,-93.64,32.58,-93.64,2.0,,,2,2024-02-11,POINT (-7214782.572294151 11134260.009636622),5601,Red Chute,LA,Louisiana,32.5732,-93.6059
3059,17121,2024,February,189046,1163268,WILLOW CHUTE,LOUISIANA,Hail,11-FEB-24 09:15:00,11-FEB-24 09:15:00,32.68,-93.74,32.68,-93.74,32.68,-93.74,1.0,,,2,2024-02-11,POINT (-7191525.073421898 11146675.488446733),9845,Benton,LA,Louisiana,32.6907,-93.7401
3060,17120,2024,February,189046,1163267,VANCEVILLE,LOUISIANA,Hail,11-FEB-24 09:15:00,11-FEB-24 09:15:00,32.62,-93.73,32.62,-93.73,32.62,-93.73,1.5,,,2,2024-02-11,POINT (-7203678.480018907 11147566.129057718),9845,Benton,LA,Louisiana,32.6907,-93.7401
3061,17119,2024,February,189046,1163266,HONORE,LOUISIANA,Hail,11-FEB-24 09:15:00,11-FEB-24 09:15:00,32.57,-93.72,32.57,-93.72,32.57,-93.72,1.0,,,2,2024-02-11,POINT (-7213881.269837069 11148030.698522849),792,Bossier City,LA,Louisiana,32.5224,-93.6668
3062,17118,2024,February,189046,1163265,FERGUSON,LOUISIANA,Hail,11-FEB-24 09:15:00,11-FEB-24 09:15:00,32.57,-93.65,32.57,-93.65,32.57,-93.65,3.0,,,2,2024-02-11,POINT (-7216396.50904717 11136350.87204623),5601,Red Chute,LA,Louisiana,32.5732,-93.6059
3063,17117,2024,February,189046,1163264,WILLOW CHUTE,LOUISIANA,Hail,11-FEB-24 09:13:00,11-FEB-24 09:13:00,32.64,-93.74,32.64,-93.74,32.64,-93.74,1.5,,,2,2024-02-11,POINT (-7199384.964874478 11148378.153057175),9845,Benton,LA,Louisiana,32.6907,-93.7401
3064,17116,2024,February,189046,1163263,LINTON,LOUISIANA,Hail,11-FEB-24 09:10:00,11-FEB-24 09:10:00,32.66,-93.65,32.66,-93.65,32.66,-93.65,1.75,,,2,2024-02-11,POINT (-7198674.513746336 11132559.11511498),9845,Benton,LA,Louisiana,32.6907,-93.7401
3065,17115,2024,February,189046,1163262,BLANCHARD,LOUISIANA,Hail,11-FEB-24 09:03:00,11-FEB-24 09:03:00,32.6,-93.84,32.6,-93.84,32.6,-93.84,1.5,,,2,2024-02-11,POINT (-7203613.354040971 11166732.096937878),8259,Blanchard,LA,Louisiana,32.6027,-93.8832
3066,17114,2024,February,189046,1163261,CROSS LAKE,LOUISIANA,Hail,11-FEB-24 09:01:00,11-FEB-24 09:01:00,32.5,-93.87,32.5,-93.87,32.5,-93.87,2.0,,,2,2024-02-11,POINT (-7222184.699685515 11176080.023767563),16857,Lakeview,LA,Louisiana,32.5239,-93.8297
3067,17112,2024,February,189046,1163259,SHREVEPORT,LOUISIANA,Hail,11-FEB-24 08:50:00,11-FEB-24 08:50:00,32.49,-93.75,32.49,-93.75,32.49,-93.75,1.75,,,2,2024-02-11,POINT (-7228563.399107257 11156466.016742911),164,Shreveport,LA,Louisiana,32.4653,-93.7955
3068,17111,2024,February,189046,1163258,FORBING,LOUISIANA,Hail,11-FEB-24 03:40:00,11-FEB-24 03:40:00,32.41,-93.72,32.41,-93.72,32.41,-93.72,1.0,,,2,2024-02-11,POINT (-7245458.0290505225 11154881.117467495),164,Shreveport,LA,Louisiana,32.4653,-93.7955
3069,15114,2024,February,188994,1162313,TYLERTOWN,MISSISSIPPI,Thunderstorm Wind,11-FEB-24 23:36:00,11-FEB-24 23:36:00,31.11,-90.15,31.11,-90.15,31.11,-90.15,50.0,,,2,2024-02-11,POINT (-7611957.064702462 10573642.64571148),11101,Tylertown,MS,Mississippi,31.1173,-90.1445
3070,15115,2024,February,188995,1162314,LIVINGSTON,LOUISIANA,Hail,11-FEB-24 21:44:00,11-FEB-24 21:44:00,30.5,-90.75,30.5,-90.75,30.5,-90.75,1.0,,,2,2024-02-11,POINT (-7728768.141422024 10698736.834297981),11877,Livingston,LA,Louisiana,30.4953,-90.7467
3071,15747,2024,February,188995,1162315,WATSON,LOUISIANA,Hail,11-FEB-24 22:25:00,11-FEB-24 22:25:00,30.6,-90.94,30.6,-90.94,30.6,-90.94,1.0,,,2,2024-02-11,POINT (-7702854.792743729 10731041.913484948),13389,Watson,LA,Louisiana,30.5749,-90.9508
3072,17129,2024,February,189048,1163276,NOONDAY,TEXAS,Hail,11-FEB-24 06:49:00,11-FEB-24 06:49:00,32.24,-95.41,32.24,-95.41,32.24,-95.41,1.75,,,2,2024-02-11,POINT (-7209688.169296354 11444445.107699323),17548,Noonday,TX,Texas,32.2441,-95.3972
3073,15057,2024,February,188989,1162271,BRONSON,LOUISIANA,Hail,11-FEB-24 21:30:00,11-FEB-24 21:30:00,30.06,-91.74,30.06,-91.74,30.06,-91.74,0.88,,,2,2024-02-11,POINT (-7796315.075622841 10896544.895806069),16428,Loreauville,LA,Louisiana,30.0602,-91.7378
3074,17130,2024,February,189048,1163277,PEACEFUL VLY,TEXAS,Hail,11-FEB-24 06:51:00,11-FEB-24 06:51:00,32.28,-95.33,32.28,-95.33,32.28,-95.33,1.5,,,2,2024-02-11,POINT (-7205516.96560342 11429118.068721252),340,Tyler,TX,Texas,32.3184,-95.3062
3075,17132,2024,February,189048,1163279,NOONDAY,TEXAS,Hail,11-FEB-24 06:57:00,11-FEB-24 06:57:00,32.25,-95.39,32.25,-95.39,32.25,-95.39,2.75,,,2,2024-02-11,POINT (-7208649.235122067 11440610.944712833),17548,Noonday,TX,Texas,32.2441,-95.3972
3076,533,2024,February,187583,1152075,WAUGH,ALABAMA,Flash Flood,11-FEB-24 16:30:00,11-FEB-24 18:30:00,32.3963,-86.0163,32.3963,-86.0163,32.1302,-85.9987,,Heavy Rain,,2,2024-02-11,POINT (-7370177.051165522 9826350.60689007),21086,Shorter,AL,Alabama,32.4077,-85.9413
3077,15060,2024,February,188989,1162281,DEVILLE,LOUISIANA,Flash Flood,11-FEB-24 17:55:00,11-FEB-24 18:55:00,31.36,-92.18,31.36,-92.18,31.3889,-92.1531,,Heavy Rain,,2,2024-02-11,POINT (-7509299.398559803 10930698.879035547),12514,Deville,LA,Louisiana,31.3398,-92.1389
3078,15061,2024,February,188989,1162281,BIG IS,LOUISIANA,Flash Flood,11-FEB-24 17:55:00,11-FEB-24 18:55:00,31.3179,-92.1682,31.36,-92.18,31.3889,-92.1531,,Heavy Rain,,2,2024-02-11,POINT (-7518353.160805692 10930102.098778756),12514,Deville,LA,Louisiana,31.3398,-92.1389
3079,15062,2024,February,188989,1162281,DEVILLE,LOUISIANA,Flash Flood,11-FEB-24 17:55:00,11-FEB-24 18:55:00,31.3497,-92.1231,31.36,-92.18,31.3889,-92.1531,,Heavy Rain,,2,2024-02-11,POINT (-7513151.0265272185 10920980.984354813),12514,Deville,LA,Louisiana,31.3398,-92.1389
3080,15063,2024,February,188989,1162281,DEVILLE,LOUISIANA,Flash Flood,11-FEB-24 17:55:00,11-FEB-24 18:55:00,31.3889,-92.1531,31.36,-92.18,31.3889,-92.1531,,Heavy Rain,,2,2024-02-11,POINT (-7504153.084116831 10924914.049065612),12514,Deville,LA,Louisiana,31.3398,-92.1389
3081,17148,2024,February,189048,1163296,GARRISON,TEXAS,Hail,11-FEB-24 09:07:00,11-FEB-24 09:07:00,31.83,-94.49,31.83,-94.49,31.83,-94.49,1.0,,,2,2024-02-11,POINT (-7330313.460887696 11311431.067701703),14831,Garrison,TX,Texas,31.8252,-94.4932
3082,17147,2024,February,189048,1163295,REDFIELD,TEXAS,Hail,11-FEB-24 08:56:00,11-FEB-24 08:56:00,31.7,-94.66,31.7,-94.66,31.7,-94.66,1.75,,,2,2024-02-11,POINT (-7348944.539382465 11346750.448033571),18313,Redfield,TX,Texas,31.6811,-94.6629
3083,17146,2024,February,189048,1163294,WASKOM,TEXAS,Hail,11-FEB-24 08:30:00,11-FEB-24 08:30:00,32.48,-94.1,32.48,-94.1,32.48,-94.1,2.5,,,2,2024-02-11,POINT (-7217467.673476799 11215320.218051706),10927,Waskom,TX,Texas,32.4766,-94.0646
3084,17145,2024,February,189048,1163293,MARSHALL,TEXAS,Hail,11-FEB-24 08:26:00,11-FEB-24 08:26:00,32.55,-94.35,32.55,-94.35,32.55,-94.35,1.5,,,2,2024-02-11,POINT (-7194054.905379369 11253649.785215909),1944,Marshall,TX,Texas,32.537,-94.3515
3085,17144,2024,February,189048,1163292,MARSHALL,TEXAS,Hail,11-FEB-24 08:23:00,11-FEB-24 08:23:00,32.49,-94.36,32.49,-94.36,32.49,-94.36,1.75,,,2,2024-02-11,POINT (-7205404.867636371 11258097.209893491),1944,Marshall,TX,Texas,32.537,-94.3515
3086,17143,2024,February,189048,1163291,ATOY,TEXAS,Hail,11-FEB-24 08:22:00,11-FEB-24 08:22:00,31.7,-95.16,31.7,-95.16,31.7,-95.16,1.0,,,2,2024-02-11,POINT (-7326807.187803574 11431462.916188346),14004,Alto,TX,Texas,31.6509,-95.0708
3087,17142,2024,February,189048,1163290,HALLSVILLE,TEXAS,Hail,11-FEB-24 08:07:00,11-FEB-24 08:07:00,32.49,-94.58,32.49,-94.58,32.49,-94.58,1.0,,,2,2024-02-11,POINT (-7196599.622583289 11294566.059217365),6938,Hallsville,TX,Texas,32.5021,-94.57
3088,17141,2024,February,189048,1163289,LONGVIEW,TEXAS,Hail,11-FEB-24 07:47:00,11-FEB-24 07:47:00,32.5,-94.73,32.5,-94.73,32.5,-94.73,2.75,,,2,2024-02-11,POINT (-7188510.660364332 11318885.667845476),440,Longview,TX,Texas,32.5193,-94.7622
3089,17140,2024,February,189048,1163287,KILGORE EAST,TEXAS,Hail,11-FEB-24 07:33:00,11-FEB-24 07:33:00,32.4,-94.86,32.4,-94.86,32.4,-94.86,2.5,,,2,2024-02-11,POINT (-7202583.393787881 11345295.802068256),3219,Kilgore,TX,Texas,32.398,-94.8602
3090,17139,2024,February,189048,1163286,KILGORE,TEXAS,Hail,11-FEB-24 07:32:00,11-FEB-24 07:32:00,32.38,-94.86,32.38,-94.86,32.38,-94.86,1.0,,,2,2024-02-11,POINT (-7206484.784102832 11346290.254692173),3219,Kilgore,TX,Texas,32.398,-94.8602
3091,17138,2024,February,189048,1163285,ELKTON,TEXAS,Hail,11-FEB-24 07:24:00,11-FEB-24 07:24:00,32.32,-95.3,32.32,-95.3,32.32,-95.3,1.75,,,2,2024-02-11,POINT (-7199085.154261902 11422065.798878113),340,Tyler,TX,Texas,32.3184,-95.3062
3092,17137,2024,February,189048,1163284,BASCOM,TEXAS,Hail,11-FEB-24 07:09:00,11-FEB-24 07:09:00,32.31,-95.18,32.31,-95.18,32.31,-95.18,1.5,,,2,2024-02-11,POINT (-7206337.263429481 11402775.957245732),16008,New Chapel Hill,TX,Texas,32.3011,-95.1674
3093,17136,2024,February,189048,1163283,TYLER,TEXAS,Hail,11-FEB-24 07:00:00,11-FEB-24 07:00:00,32.33,-95.3,32.33,-95.3,32.33,-95.3,1.5,,,2,2024-02-11,POINT (-7197143.149064905 11421541.7540636),340,Tyler,TX,Texas,32.3184,-95.3062
3094,17135,2024,February,189048,1163282,ELKTON,TEXAS,Hail,11-FEB-24 06:58:00,11-FEB-24 06:58:00,32.33,-95.25,32.33,-95.25,32.33,-95.25,1.25,,,2,2024-02-11,POINT (-7199361.25995317 11413295.562015615),340,Tyler,TX,Texas,32.3184,-95.3062
3095,17134,2024,February,189048,1163281,ELKTON,TEXAS,Hail,11-FEB-24 06:58:00,11-FEB-24 06:58:00,32.3,-95.28,32.3,-95.28,32.3,-95.28,1.5,,,2,2024-02-11,POINT (-7203860.842686748 11419813.474579507),340,Tyler,TX,Texas,32.3184,-95.3062
3096,17133,2024,February,189048,1163280,PEACEFUL VLY,TEXAS,Hail,11-FEB-24 06:57:00,11-FEB-24 06:57:00,32.29,-95.31,32.29,-95.31,32.29,-95.31,1.0,,,2,2024-02-11,POINT (-7204467.729222021 11425290.32331372),340,Tyler,TX,Texas,32.3184,-95.3062
3097,17131,2024,February,189048,1163278,PEACEFUL VLY,TEXAS,Hail,11-FEB-24 06:53:00,11-FEB-24 06:53:00,32.31,-95.34,32.31,-95.34,32.31,-95.34,2.0,,,2,2024-02-11,POINT (-7199242.267304994 11429187.45548373),340,Tyler,TX,Texas,32.3184,-95.3062
3098,15059,2024,February,188989,1162273,MALLIN,LOUISIANA,Thunderstorm Wind,11-FEB-24 16:40:00,11-FEB-24 16:40:00,31.35,-92.43,31.35,-92.43,31.35,-92.43,50.0,,,2,2024-02-11,POINT (-7503566.4493973 10975292.500329014),3087,Pineville,LA,Louisiana,31.3414,-92.4096
3099,546,2024,February,187583,1152081,MITCHELL XRD,ALABAMA,Flash Flood,11-FEB-24 18:15:00,11-FEB-24 20:15:00,32.5024,-85.3923,32.5798,-85.0723,32.5127,-85.0058,,Heavy Rain,,2,2024-02-11,POINT (-7343897.223554025 9718745.732500928),426,Auburn,AL,Alabama,32.6087,-85.4903
3100,20641,2024,February,189442,1165187,GOSHEN SPGS,MISSISSIPPI,Hail,11-FEB-24 18:30:00,11-FEB-24 18:30:00,32.5,-89.92,32.5,-89.92,32.5,-89.92,1.75,,,2,2024-02-11,POINT (-7327876.134058642 10504272.500972362),3849,Canton,MS,Mississippi,32.5975,-90.0317
3101,20132,2024,February,189442,1165176,MANHATTAN,MISSISSIPPI,Hail,11-FEB-24 12:44:00,11-FEB-24 12:44:00,33.27,-90.88,33.27,-90.88,33.27,-90.88,1.0,,,2,2024-02-11,POINT (-7155460.192237535 10650389.788744308),24922,Arcola,MS,Mississippi,33.2705,-90.88
3102,20133,2024,February,189442,1165179,MADISON,MISSISSIPPI,Thunderstorm Wind,11-FEB-24 14:20:00,11-FEB-24 14:20:00,32.465,-90.08,32.465,-90.08,32.465,-90.08,50.0,,,2,2024-02-11,POINT (-7332338.519621398 10532572.664117342),1645,Madison,MS,Mississippi,32.4738,-90.13
3103,20134,2024,February,189442,1165180,CHAMPION HILL,MISSISSIPPI,Thunderstorm Wind,11-FEB-24 13:53:00,11-FEB-24 13:56:00,32.3273,-90.5221,32.3273,-90.5221,32.31,-90.46,47.0,,,2,2024-02-11,POINT (-7352259.357244792 10611975.06620201),18602,Bolton,MS,Mississippi,32.3546,-90.4586
3104,20135,2024,February,189442,1165180,BOLTON,MISSISSIPPI,Thunderstorm Wind,11-FEB-24 13:53:00,11-FEB-24 13:56:00,32.31,-90.46,32.3273,-90.5221,32.31,-90.46,47.0,,,2,2024-02-11,POINT (-7356999.999599662 10601619.868285874),18602,Bolton,MS,Mississippi,32.3546,-90.4586
3105,20136,2024,February,189442,1165182,GALLOWAY,MISSISSIPPI,Hail,11-FEB-24 17:11:00,11-FEB-24 17:11:00,32.05,-90.96,32.05,-90.96,32.05,-90.96,1.75,,,2,2024-02-11,POINT (-7399677.921701682 10694920.858505303),13814,Port Gibson,MS,Mississippi,31.9558,-90.9834
3106,20137,2024,February,189442,1165184,GRANGE HALL,MISSISSIPPI,Hail,11-FEB-24 17:13:00,11-FEB-24 17:18:00,32.192,-90.835,32.192,-90.835,32.192,-90.835,2.0,,,2,2024-02-11,POINT (-7373401.961012481 10669497.292979917),2227,Vicksburg,MS,Mississippi,32.3173,-90.8868
3107,20138,2024,February,189442,1165185,POCAHONTAS,MISSISSIPPI,Hail,11-FEB-24 17:42:00,11-FEB-24 17:42:00,32.47,-90.29,32.47,-90.29,32.47,-90.29,1.0,,,2,2024-02-11,POINT (-7327608.79145874 10568694.288541108),10325,Flora,MS,Mississippi,32.5433,-90.3141
3108,20642,2024,February,189442,1165188,LINWOOD,MISSISSIPPI,Hail,11-FEB-24 19:50:00,11-FEB-24 19:50:00,31.53,-91.41,31.53,-91.41,31.53,-91.41,0.75,,,2,2024-02-11,POINT (-7495834.360230416 10788707.875087656),3078,Natchez,MS,Mississippi,31.5437,-91.3867
3109,20643,2024,February,189442,1165358,MANCURE,MISSISSIPPI,Flash Flood,11-FEB-24 21:30:00,11-FEB-24 22:45:00,32.0526,-90.3347,32.0526,-90.3347,32.0499,-90.337,,Heavy Rain,,2,2024-02-11,POINT (-7412112.016265187 10585604.975584887),12329,Terry,MS,Mississippi,32.1047,-90.298
3110,20644,2024,February,189442,1165358,MANCURE,MISSISSIPPI,Flash Flood,11-FEB-24 21:30:00,11-FEB-24 22:45:00,32.0526,-90.3333,32.0526,-90.3347,32.0499,-90.337,,Heavy Rain,,2,2024-02-11,POINT (-7412138.599974205 10585359.895882906),12329,Terry,MS,Mississippi,32.1047,-90.298
3111,205,2024,February,187579,1164478,KICKAPOO,TEXAS,Funnel Cloud,11-FEB-24 10:30:00,11-FEB-24 10:30:00,30.81,-95.07,30.81,-95.07,30.81,-95.07,,,,2,2024-02-11,POINT (-7508766.703849868 11464284.894173218),22307,Cedar Point,TX,Texas,30.7975,-95.0749
